@relation 'snake_game-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.attribute.Remove-R8,19-weka.filters.unsupervised.attribute.NumericToNominal-R17'

@attribute snake_pos_x numeric
@attribute snake_pos_y numeric
@attribute snake_body_length numeric
@attribute food_pos_x numeric
@attribute food_pos_y numeric
@attribute horizontal_distance numeric
@attribute vertical_distance numeric
@attribute body_parts numeric
@attribute left_safe {True,False}
@attribute right_safe {True,False}
@attribute up_safe {True,False}
@attribute down_safe {True,False}
@attribute left_distance numeric
@attribute right_distance numeric
@attribute up_distance numeric
@attribute down_distance numeric
@attribute New_direction {0,1,2,3}

@data
240,30,41,130,140,-110,110,41,True,False,True,True,480,10,480,480,0
230,30,41,130,140,-100,110,41,True,False,True,True,480,10,480,480,0
220,30,41,130,140,-90,110,41,True,False,True,True,480,10,480,480,0
210,30,41,130,140,-80,110,41,True,False,True,True,480,10,480,480,0
200,30,41,130,140,-70,110,41,True,False,True,True,480,10,480,480,0
190,30,41,130,140,-60,110,41,True,False,True,True,480,10,480,480,0
180,30,41,130,140,-50,110,41,True,False,True,True,480,10,480,480,0
170,30,41,130,140,-40,110,41,True,False,True,True,480,10,480,480,0
160,30,41,130,140,-30,110,41,True,False,True,True,480,10,480,480,0
150,30,41,130,140,-20,110,41,True,False,True,True,480,10,480,480,0
140,30,41,130,140,-10,110,41,True,False,True,True,480,10,480,480,0
130,30,41,130,140,0,110,41,True,False,False,True,480,10,480,480,3
130,40,41,130,140,0,100,41,True,True,False,True,480,260,10,480,3
130,50,41,130,140,0,90,41,True,True,False,True,480,260,10,480,3
130,60,41,130,140,0,80,41,True,True,False,True,480,260,10,480,3
130,70,41,130,140,0,70,41,True,True,False,True,480,260,10,480,3
130,80,41,130,140,0,60,41,True,True,False,True,480,250,10,480,3
130,90,41,130,140,0,50,41,True,True,False,True,480,250,10,480,3
130,100,41,130,140,0,40,41,True,True,False,True,480,480,10,480,3
130,110,41,130,140,0,30,41,True,True,False,True,480,480,10,480,3
130,120,41,130,140,0,20,41,True,True,False,True,480,480,10,480,3
130,130,41,130,140,0,10,41,True,True,False,True,480,480,10,480,3
130,140,42,440,130,310,-10,42,True,True,False,True,480,480,10,480,3
130,150,42,440,130,310,-20,42,True,True,False,True,480,480,10,480,3
130,160,42,440,130,310,-30,42,True,True,False,True,480,480,10,480,3
130,170,42,440,130,310,-40,42,True,True,False,True,480,480,10,480,3
130,180,42,440,130,310,-50,42,False,True,False,True,480,480,10,480,1
140,180,42,440,130,300,-50,42,False,True,True,True,10,480,150,480,1
150,180,42,440,130,290,-50,42,False,True,True,True,10,480,150,480,1
160,180,42,440,130,280,-50,42,False,True,True,True,10,480,150,480,1
170,180,42,440,130,270,-50,42,False,True,True,False,10,480,150,480,2
170,170,42,440,130,270,-40,42,True,True,True,False,40,480,140,10,2
170,160,42,440,130,270,-30,42,True,True,True,False,40,480,130,10,2
170,150,42,440,130,270,-20,42,True,True,True,False,40,480,120,10,2
170,140,42,440,130,270,-10,42,True,True,True,False,40,480,110,10,2
170,130,42,440,130,270,0,42,False,True,True,False,40,480,100,10,1
180,130,42,440,130,260,0,42,False,True,True,True,10,480,100,480,1
190,130,42,440,130,250,0,42,False,True,True,True,10,480,100,480,1
200,130,42,440,130,240,0,42,False,True,True,True,10,480,100,480,1
210,130,42,440,130,230,0,42,False,True,True,True,10,480,100,480,1
220,130,42,440,130,220,0,42,False,True,True,True,10,480,100,480,1
230,130,42,440,130,210,0,42,False,True,True,True,10,480,100,480,1
240,130,42,440,130,200,0,42,False,True,True,True,10,480,480,480,1
250,130,42,440,130,190,0,42,False,True,True,True,10,480,480,480,1
260,130,42,440,130,180,0,42,False,True,True,True,10,480,480,480,1
270,130,42,440,130,170,0,42,False,True,True,True,10,480,480,480,1
280,130,42,440,130,160,0,42,False,True,True,True,10,480,480,480,1
290,130,42,440,130,150,0,42,False,True,True,True,10,480,480,480,1
300,130,42,440,130,140,0,42,False,True,True,True,10,480,480,480,1
310,130,42,440,130,130,0,42,False,True,True,True,10,480,480,480,1
320,130,42,440,130,120,0,42,False,True,True,True,10,480,480,480,1
330,130,42,440,130,110,0,42,False,True,True,True,10,480,480,480,1
340,130,42,440,130,100,0,42,False,True,True,True,10,480,480,480,1
350,130,42,440,130,90,0,42,False,True,True,True,10,480,480,480,1
360,130,42,440,130,80,0,42,False,True,True,True,10,480,480,480,1
370,130,42,440,130,70,0,42,False,True,True,True,10,480,480,480,1
380,130,42,440,130,60,0,42,False,True,True,True,10,480,480,480,1
390,130,42,440,130,50,0,42,False,True,True,True,10,480,480,480,1
400,130,42,440,130,40,0,42,False,True,True,True,10,480,480,480,1
410,130,42,440,130,30,0,42,False,True,True,True,10,480,480,480,1
420,130,42,440,130,20,0,42,False,True,True,True,10,480,480,480,1
430,130,42,440,130,10,0,42,False,True,True,True,10,480,480,480,1
440,130,43,80,20,-360,-110,43,False,True,True,True,10,480,480,480,1
450,130,43,80,20,-370,-110,43,False,True,False,True,10,480,480,480,3
450,140,43,80,20,-370,-120,43,True,True,False,True,280,480,10,480,3
450,150,43,80,20,-370,-130,43,True,True,False,True,280,480,10,480,3
450,160,43,80,20,-370,-140,43,True,True,False,True,280,480,10,480,3
450,170,43,80,20,-370,-150,43,True,True,False,True,280,480,10,480,3
450,180,43,80,20,-370,-160,43,True,True,False,True,280,480,10,480,3
450,190,43,80,20,-370,-170,43,True,False,False,True,480,480,10,480,0
440,190,43,80,20,-360,-170,43,True,False,True,True,480,10,60,480,0
430,190,43,80,20,-350,-170,43,True,False,True,True,480,10,60,480,0
420,190,43,80,20,-340,-170,43,True,False,True,True,480,10,60,480,0
410,190,43,80,20,-330,-170,43,True,False,True,True,480,10,60,480,0
400,190,43,80,20,-320,-170,43,True,False,True,True,480,10,60,480,0
390,190,43,80,20,-310,-170,43,True,False,True,True,480,10,60,480,0
380,190,43,80,20,-300,-170,43,True,False,True,True,480,10,60,480,0
370,190,43,80,20,-290,-170,43,True,False,True,True,480,10,60,480,0
360,190,43,80,20,-280,-170,43,True,False,True,True,480,10,60,480,0
350,190,43,80,20,-270,-170,43,True,False,True,True,480,10,60,480,0
340,190,43,80,20,-260,-170,43,True,False,True,True,480,10,60,480,0
330,190,43,80,20,-250,-170,43,True,False,True,True,480,10,60,480,0
320,190,43,80,20,-240,-170,43,True,False,True,True,480,10,60,480,0
310,190,43,80,20,-230,-170,43,True,False,True,True,480,10,60,480,0
300,190,43,80,20,-220,-170,43,True,False,True,True,480,10,60,480,0
290,190,43,80,20,-210,-170,43,True,False,True,True,480,10,60,480,0
280,190,43,80,20,-200,-170,43,True,False,True,True,480,10,60,480,0
270,190,43,80,20,-190,-170,43,True,False,True,True,480,10,60,480,0
260,190,43,80,20,-180,-170,43,True,False,True,True,480,10,480,480,0
250,190,43,80,20,-170,-170,43,True,False,True,True,480,10,480,480,0
240,190,43,80,20,-160,-170,43,True,False,True,True,480,10,480,480,0
230,190,43,80,20,-150,-170,43,True,False,True,True,480,10,480,480,0
220,190,43,80,20,-140,-170,43,True,False,True,True,480,10,480,480,0
210,190,43,80,20,-130,-170,43,True,False,True,True,480,10,480,480,0
200,190,43,80,20,-120,-170,43,True,False,True,True,480,10,480,480,0
190,190,43,80,20,-110,-170,43,True,False,True,True,480,10,480,480,0
180,190,43,80,20,-100,-170,43,True,False,True,True,480,10,480,480,0
170,190,43,80,20,-90,-170,43,True,False,True,True,480,10,480,480,0
160,190,43,80,20,-80,-170,43,True,False,True,True,480,10,480,480,0
150,190,43,80,20,-70,-170,43,True,False,True,True,480,10,480,480,0
140,190,43,80,20,-60,-170,43,True,False,True,True,480,10,480,480,0
130,190,43,80,20,-50,-170,43,True,False,True,True,480,10,480,480,0
120,190,43,80,20,-40,-170,43,True,False,True,True,480,10,480,480,0
110,190,43,80,20,-30,-170,43,True,False,True,True,480,10,480,480,0
100,190,43,80,20,-20,-170,43,True,False,True,True,480,10,480,480,0
90,190,43,80,20,-10,-170,43,True,False,True,True,480,10,480,480,0
80,190,43,80,20,0,-170,43,True,False,True,True,480,10,480,480,0
70,190,43,80,20,10,-170,43,True,False,True,False,480,10,480,480,2
70,180,43,80,20,10,-160,43,True,True,True,False,480,380,480,10,2
70,170,43,80,20,10,-150,43,True,True,True,False,480,380,480,10,2
70,160,43,80,20,10,-140,43,True,True,True,False,480,480,480,10,2
70,150,43,80,20,10,-130,43,True,True,True,False,480,480,480,10,2
70,140,43,80,20,10,-120,43,True,True,True,False,480,480,480,10,2
70,130,43,80,20,10,-110,43,True,True,True,False,480,480,480,10,2
70,120,43,80,20,10,-100,43,True,True,True,False,480,480,480,10,2
70,110,43,80,20,10,-90,43,False,True,True,False,480,480,480,10,1
80,110,43,80,20,0,-90,43,False,True,True,False,10,480,480,80,2
80,100,43,80,20,0,-80,43,True,True,True,False,480,480,480,10,2
80,90,43,80,20,0,-70,43,True,True,True,False,480,480,480,10,2
80,80,43,80,20,0,-60,43,True,True,True,False,480,480,480,10,2
80,70,43,80,20,0,-50,43,True,True,True,False,480,480,480,10,2
80,60,43,80,20,0,-40,43,True,True,True,False,480,480,480,10,2
80,50,43,80,20,0,-30,43,True,True,True,False,480,480,480,10,2
80,40,43,80,20,0,-20,43,True,True,True,False,480,480,480,10,2
80,30,43,80,20,0,-10,43,True,True,True,False,480,480,480,10,2
80,20,44,330,360,250,340,44,True,True,True,False,480,480,480,10,2
80,10,44,330,360,250,350,44,False,True,True,False,480,480,480,10,1
90,10,44,330,360,240,350,44,False,True,True,True,10,480,480,180,1
100,10,44,330,360,230,350,44,False,True,True,True,10,480,480,180,1
110,10,44,330,360,220,350,44,False,True,True,True,10,480,480,180,1
120,10,44,330,360,210,350,44,False,True,True,True,10,480,480,180,1
130,10,44,330,360,200,350,44,False,True,True,True,10,480,480,180,1
140,10,44,330,360,190,350,44,False,True,True,True,10,480,480,180,1
150,10,44,330,360,180,350,44,False,True,True,True,10,480,480,180,1
160,10,44,330,360,170,350,44,False,True,True,True,10,480,480,180,1
170,10,44,330,360,160,350,44,False,True,True,True,10,480,480,180,1
180,10,44,330,360,150,350,44,False,True,True,True,10,480,480,180,1
190,10,44,330,360,140,350,44,False,True,True,True,10,480,480,180,1
200,10,44,330,360,130,350,44,False,True,True,True,10,480,480,480,1
210,10,44,330,360,120,350,44,False,True,True,True,10,480,480,480,1
220,10,44,330,360,110,350,44,False,True,True,True,10,480,480,480,1
230,10,44,330,360,100,350,44,False,True,True,True,10,480,480,480,1
240,10,44,330,360,90,350,44,False,True,True,True,10,480,480,480,1
250,10,44,330,360,80,350,44,False,True,True,True,10,480,480,480,1
260,10,44,330,360,70,350,44,False,True,True,True,10,480,480,480,1
270,10,44,330,360,60,350,44,False,True,True,True,10,480,480,480,1
280,10,44,330,360,50,350,44,False,True,True,True,10,480,480,480,1
290,10,44,330,360,40,350,44,False,True,True,True,10,480,480,480,1
300,10,44,330,360,30,350,44,False,True,True,True,10,480,480,480,1
310,10,44,330,360,20,350,44,False,True,True,True,10,480,480,480,1
320,10,44,330,360,10,350,44,False,True,True,True,10,480,480,480,1
330,10,44,330,360,0,350,44,False,True,True,True,10,480,480,480,1
340,10,44,330,360,-10,350,44,False,True,True,True,10,480,480,480,1
350,10,44,330,360,-20,350,44,False,True,True,True,10,480,480,480,1
360,10,44,330,360,-30,350,44,False,True,False,True,10,480,480,480,3
360,20,44,330,360,-30,340,44,True,True,False,True,280,480,10,480,3
360,30,44,330,360,-30,330,44,True,True,False,True,280,480,10,480,3
360,40,44,330,360,-30,320,44,True,True,False,True,280,480,10,480,3
360,50,44,330,360,-30,310,44,True,True,False,True,280,480,10,480,3
360,60,44,330,360,-30,300,44,True,True,False,True,280,480,10,480,3
360,70,44,330,360,-30,290,44,True,False,False,True,280,480,10,480,0
350,70,44,330,360,-20,290,44,True,False,True,True,270,10,60,480,0
340,70,44,330,360,-10,290,44,True,False,True,True,260,10,60,480,0
330,70,44,330,360,0,290,44,True,False,False,True,250,10,60,480,3
330,80,44,330,360,0,280,44,True,True,False,True,480,480,10,480,3
330,90,44,330,360,0,270,44,True,True,False,True,480,480,10,480,3
330,100,44,330,360,0,260,44,True,True,False,True,480,480,10,480,3
330,110,44,330,360,0,250,44,True,True,False,True,480,480,10,480,3
330,120,44,330,360,0,240,44,True,True,False,True,480,480,10,480,3
330,130,44,330,360,0,230,44,True,True,False,True,480,480,10,480,3
330,140,44,330,360,0,220,44,True,True,False,True,480,480,10,480,3
330,150,44,330,360,0,210,44,True,True,False,True,480,480,10,480,3
330,160,44,330,360,0,200,44,True,True,False,True,480,480,10,480,3
330,170,44,330,360,0,190,44,True,True,False,True,480,480,10,480,3
330,180,44,330,360,0,180,44,True,True,False,True,480,480,10,480,3
330,190,44,330,360,0,170,44,False,True,False,True,480,480,10,480,1
340,190,44,330,360,-10,170,44,False,True,False,True,10,480,120,480,3
340,200,44,330,360,-10,160,44,True,True,False,True,480,480,10,480,3
340,210,44,330,360,-10,150,44,True,True,False,True,480,480,10,480,3
340,220,44,330,360,-10,140,44,True,True,False,True,480,480,10,480,3
340,230,44,330,360,-10,130,44,True,True,False,True,480,480,10,480,3
340,240,44,330,360,-10,120,44,True,True,False,True,480,480,10,480,3
340,250,44,330,360,-10,110,44,True,True,False,True,480,480,10,480,3
340,260,44,330,360,-10,100,44,True,True,False,True,480,480,10,480,3
340,270,44,330,360,-10,90,44,True,True,False,True,480,480,10,480,3
340,280,44,330,360,-10,80,44,True,True,False,True,480,480,10,480,3
340,290,44,330,360,-10,70,44,True,False,False,True,480,480,10,480,0
330,290,44,330,360,0,70,44,True,False,False,True,480,10,100,480,3
330,300,44,330,360,0,60,44,True,True,False,True,480,480,10,480,3
330,310,44,330,360,0,50,44,True,True,False,True,480,480,10,480,3
330,320,44,330,360,0,40,44,True,True,False,True,480,480,10,480,3
330,330,44,330,360,0,30,44,True,True,False,True,480,480,10,480,3
330,340,44,330,360,0,20,44,True,True,False,True,480,480,10,480,3
330,350,44,330,360,0,10,44,True,True,False,True,480,480,10,480,3
330,360,45,390,260,60,-100,45,True,True,False,True,480,480,10,480,3
330,370,45,390,260,60,-110,45,True,True,False,True,480,480,10,480,3
330,380,45,390,260,60,-120,45,True,True,False,True,480,480,10,480,3
330,390,45,390,260,60,-130,45,True,False,False,True,480,480,10,480,0
320,390,45,390,260,70,-130,45,True,False,True,True,480,10,480,480,0
310,390,45,390,260,80,-130,45,True,False,True,True,480,10,480,480,0
300,390,45,390,260,90,-130,45,True,False,True,True,480,10,480,480,0
290,390,45,390,260,100,-130,45,True,False,True,True,480,10,480,480,0
280,390,45,390,260,110,-130,45,True,False,True,True,480,10,480,480,0
270,390,45,390,260,120,-130,45,True,False,True,True,480,10,480,480,0
260,390,45,390,260,130,-130,45,True,False,True,True,480,10,480,480,0
250,390,45,390,260,140,-130,45,True,False,True,False,480,10,480,480,2
250,380,45,390,260,140,-120,45,True,True,True,False,480,80,480,10,2
250,370,45,390,260,140,-110,45,True,True,True,False,480,80,480,10,2
250,360,45,390,260,140,-100,45,True,True,True,False,480,80,480,10,2
250,350,45,390,260,140,-90,45,True,True,True,False,480,80,480,10,2
250,340,45,390,260,140,-80,45,True,False,True,False,480,80,480,10,0
240,340,45,390,260,150,-80,45,True,False,True,True,480,10,480,480,0
230,340,45,390,260,160,-80,45,True,False,True,True,480,10,480,480,0
220,340,45,390,260,170,-80,45,True,False,True,True,480,10,480,480,0
210,340,45,390,260,180,-80,45,True,False,True,True,480,10,480,480,0
200,340,45,390,260,190,-80,45,True,False,True,True,480,10,480,480,0
190,340,45,390,260,200,-80,45,True,False,True,False,480,10,480,480,2
190,330,45,390,260,200,-70,45,True,True,True,False,480,140,480,10,2
190,320,45,390,260,200,-60,45,True,True,True,False,480,140,480,10,2
190,310,45,390,260,200,-50,45,True,True,True,False,480,140,480,10,2
190,300,45,390,260,200,-40,45,True,True,True,False,480,140,480,10,2
190,290,45,390,260,200,-30,45,True,True,True,False,480,140,480,10,2
190,280,45,390,260,200,-20,45,True,True,True,False,480,150,480,10,2
190,270,45,390,260,200,-10,45,False,True,True,False,480,150,480,10,1
200,270,45,390,260,190,-10,45,False,True,True,True,10,140,480,70,1
210,270,45,390,260,180,-10,45,False,True,True,True,10,130,480,70,1
220,270,45,390,260,170,-10,45,False,True,True,True,10,120,480,70,1
230,270,45,390,260,160,-10,45,False,True,True,True,10,110,480,70,1
240,270,45,390,260,150,-10,45,False,True,True,True,10,100,480,70,1
250,270,45,390,260,140,-10,45,False,True,True,True,10,480,480,70,1
260,270,45,390,260,130,-10,45,False,True,True,True,10,480,480,120,1
270,270,45,390,260,120,-10,45,False,True,True,True,10,480,480,120,1
280,270,45,390,260,110,-10,45,False,True,True,True,10,480,480,120,1
290,270,45,390,260,100,-10,45,False,True,True,True,10,480,480,120,1
300,270,45,390,260,90,-10,45,False,True,True,True,10,480,480,120,1
310,270,45,390,260,80,-10,45,False,True,True,False,10,480,480,120,2
310,260,45,390,260,80,0,45,False,True,True,False,480,480,480,10,1
320,260,45,390,260,70,0,45,False,True,True,True,10,480,480,130,1
330,260,45,390,260,60,0,45,False,True,True,True,10,480,480,100,1
340,260,45,390,260,50,0,45,False,True,True,True,10,480,480,480,1
350,260,45,390,260,40,0,45,False,True,True,True,10,480,480,480,1
360,260,45,390,260,30,0,45,False,True,True,True,10,480,480,480,1
370,260,45,390,260,20,0,45,False,True,True,True,10,480,480,480,1
380,260,45,390,260,10,0,45,False,True,True,True,10,480,480,480,1
390,260,46,90,290,-300,30,46,False,True,True,True,10,480,480,480,1
400,260,46,90,290,-310,30,46,False,True,True,True,10,480,480,480,1
410,260,46,90,290,-320,30,46,False,True,True,False,10,480,480,480,2
410,250,46,90,290,-320,40,46,True,True,True,False,480,480,480,10,2
410,240,46,90,290,-320,50,46,True,True,True,False,480,480,480,10,2
410,230,46,90,290,-320,60,46,True,False,True,False,480,480,480,10,0
400,230,46,90,290,-310,60,46,True,False,True,True,480,10,480,30,0
390,230,46,90,290,-300,60,46,True,False,True,True,480,10,480,30,0
380,230,46,90,290,-290,60,46,True,False,True,True,480,10,480,30,0
370,230,46,90,290,-280,60,46,True,False,True,True,480,10,480,30,0
360,230,46,90,290,-270,60,46,True,False,True,True,480,10,480,30,0
350,230,46,90,290,-260,60,46,True,False,True,True,480,10,480,30,0
340,230,46,90,290,-250,60,46,True,False,True,True,480,10,480,30,0
330,230,46,90,290,-240,60,46,True,False,True,True,480,10,480,30,0
320,230,46,90,290,-230,60,46,True,False,True,True,480,10,480,30,0
310,230,46,90,290,-220,60,46,True,False,True,True,480,10,480,30,0
300,230,46,90,290,-210,60,46,True,False,True,True,480,10,480,40,0
290,230,46,90,290,-200,60,46,True,False,True,True,480,10,480,40,0
280,230,46,90,290,-190,60,46,True,False,True,True,480,10,480,40,0
270,230,46,90,290,-180,60,46,True,False,True,True,480,10,480,40,0
260,230,46,90,290,-170,60,46,True,False,True,True,480,10,480,40,0
250,230,46,90,290,-160,60,46,True,False,True,True,480,10,480,40,0
240,230,46,90,290,-150,60,46,True,False,True,True,480,10,480,40,0
230,230,46,90,290,-140,60,46,True,False,True,True,480,10,480,40,0
220,230,46,90,290,-130,60,46,True,False,True,True,480,10,480,40,0
210,230,46,90,290,-120,60,46,True,False,True,True,480,10,480,40,0
200,230,46,90,290,-110,60,46,True,False,True,True,480,10,480,480,0
190,230,46,90,290,-100,60,46,True,False,True,True,480,10,480,480,0
180,230,46,90,290,-90,60,46,True,False,True,True,480,10,480,480,0
170,230,46,90,290,-80,60,46,True,False,True,True,480,10,480,480,0
160,230,46,90,290,-70,60,46,True,False,True,True,480,10,480,480,0
150,230,46,90,290,-60,60,46,True,False,True,True,480,10,480,480,0
140,230,46,90,290,-50,60,46,True,False,True,True,480,10,480,480,0
130,230,46,90,290,-40,60,46,True,False,True,True,480,10,480,480,0
120,230,46,90,290,-30,60,46,True,False,True,True,480,10,480,480,0
110,230,46,90,290,-20,60,46,True,False,True,True,480,10,480,480,0
100,230,46,90,290,-10,60,46,True,False,True,True,480,10,480,480,0
90,230,46,90,290,0,60,46,True,False,False,True,480,10,480,480,3
90,240,46,90,290,0,50,46,True,True,False,True,480,320,10,480,3
90,250,46,90,290,0,40,46,True,True,False,True,480,320,10,480,3
90,260,46,90,290,0,30,46,True,True,False,True,480,250,10,480,3
90,270,46,90,290,0,20,46,True,True,False,True,480,480,10,480,3
90,280,46,90,290,0,10,46,True,True,False,True,480,480,10,480,3
90,290,47,300,340,210,50,47,True,True,False,True,480,480,10,480,3
90,300,47,300,340,210,40,47,True,True,False,True,480,480,10,480,3
90,310,47,300,340,210,30,47,True,True,False,True,480,480,10,480,3
90,320,47,300,340,210,20,47,True,True,False,True,480,480,10,480,3
90,330,47,300,340,210,10,47,True,True,False,True,480,480,10,480,3
90,340,47,300,340,210,0,47,True,True,False,True,480,480,10,480,3
90,350,47,300,340,210,-10,47,False,True,False,True,480,480,10,480,1
100,350,47,300,340,200,-10,47,False,True,True,True,10,480,120,480,1
110,350,47,300,340,190,-10,47,False,True,True,True,10,480,120,480,1
120,350,47,300,340,180,-10,47,False,True,True,False,10,480,120,480,2
120,340,47,300,340,180,0,47,False,True,True,False,30,480,110,10,1
130,340,47,300,340,170,0,47,False,True,True,True,10,480,110,480,1
140,340,47,300,340,160,0,47,False,True,True,True,10,480,110,480,1
150,340,47,300,340,150,0,47,False,True,True,True,10,480,110,480,1
160,340,47,300,340,140,0,47,False,True,True,True,10,480,110,480,1
170,340,47,300,340,130,0,47,False,True,True,True,10,480,110,480,1
180,340,47,300,340,120,0,47,False,True,True,True,10,480,110,480,1
190,340,47,300,340,110,0,47,False,True,True,True,10,480,110,480,1
200,340,47,300,340,100,0,47,False,True,True,True,10,480,110,480,1
210,340,47,300,340,90,0,47,False,True,True,True,10,480,110,480,1
220,340,47,300,340,80,0,47,False,True,True,True,10,480,110,480,1
230,340,47,300,340,70,0,47,False,True,True,True,10,480,110,480,1
240,340,47,300,340,60,0,47,False,True,True,True,10,480,110,480,1
250,340,47,300,340,50,0,47,False,True,True,True,10,480,110,480,1
260,340,47,300,340,40,0,47,False,True,True,True,10,480,480,480,1
270,340,47,300,340,30,0,47,False,True,True,True,10,480,480,480,1
280,340,47,300,340,20,0,47,False,True,True,True,10,480,480,480,1
290,340,47,300,340,10,0,47,False,True,True,True,10,480,480,480,1
300,340,48,210,390,-90,50,48,False,True,True,True,10,480,480,480,1
310,340,48,210,390,-100,50,48,False,True,True,True,10,480,480,480,1
320,340,48,210,390,-110,50,48,False,True,True,True,10,480,480,480,1
330,340,48,210,390,-120,50,48,False,True,True,True,10,480,480,480,1
340,340,48,210,390,-130,50,48,False,True,True,True,10,480,480,480,1
350,340,48,210,390,-140,50,48,False,True,True,True,10,480,480,480,1
360,340,48,210,390,-150,50,48,False,True,False,True,10,480,480,480,3
360,350,48,210,390,-150,40,48,True,True,False,True,240,480,10,480,3
360,360,48,210,390,-150,30,48,True,True,False,True,480,480,10,480,3
360,370,48,210,390,-150,20,48,True,True,False,True,480,480,10,480,3
360,380,48,210,390,-150,10,48,True,False,False,True,480,480,10,480,0
350,380,48,210,390,-140,10,48,True,False,True,True,480,10,40,480,0
340,380,48,210,390,-130,10,48,True,False,False,True,480,10,40,480,3
340,390,48,210,390,-130,0,48,True,True,False,True,480,480,10,480,3
340,400,48,210,390,-130,-10,48,True,True,False,True,480,480,10,480,3
340,410,48,210,390,-130,-20,48,True,True,False,True,480,480,10,480,3
340,420,48,210,390,-130,-30,48,True,False,False,True,480,480,10,480,0
330,420,48,210,390,-120,-30,48,True,False,True,True,480,10,80,480,0
320,420,48,210,390,-110,-30,48,True,False,True,True,480,10,80,480,0
310,420,48,210,390,-100,-30,48,True,False,True,True,480,10,80,480,0
300,420,48,210,390,-90,-30,48,True,False,True,True,480,10,80,480,0
290,420,48,210,390,-80,-30,48,True,False,True,False,480,10,80,480,2
290,410,48,210,390,-80,-20,48,True,True,True,False,480,50,70,10,2
290,400,48,210,390,-80,-10,48,True,False,True,False,480,50,60,10,0
280,400,48,210,390,-70,-10,48,True,False,True,True,480,10,60,480,0
270,400,48,210,390,-60,-10,48,True,False,True,True,480,10,60,480,0
260,400,48,210,390,-50,-10,48,True,False,True,True,480,10,60,480,0
250,400,48,210,390,-40,-10,48,True,False,True,True,480,10,60,480,0
240,400,48,210,390,-30,-10,48,True,False,True,True,480,10,60,480,0
230,400,48,210,390,-20,-10,48,True,False,True,False,480,10,60,480,2
230,390,48,210,390,-20,0,48,True,False,True,False,480,110,50,10,0
220,390,48,210,390,-10,0,48,True,False,True,True,480,10,50,480,0
210,390,49,200,410,-10,20,49,True,False,True,True,480,10,50,480,0
200,390,49,200,410,0,20,49,True,False,True,True,480,10,50,480,0
190,390,49,200,410,10,20,49,True,False,True,True,480,10,50,480,0
180,390,49,200,410,20,20,49,True,False,True,True,480,10,50,480,0
170,390,49,200,410,30,20,49,True,False,True,True,480,10,480,480,0
160,390,49,200,410,40,20,49,True,False,True,True,480,10,480,480,0
150,390,49,200,410,50,20,49,True,False,True,True,480,10,480,480,0
140,390,49,200,410,60,20,49,True,False,True,True,480,10,480,480,0
130,390,49,200,410,70,20,49,True,False,True,True,480,10,480,480,0
120,390,49,200,410,80,20,49,True,False,True,True,480,10,480,480,0
110,390,49,200,410,90,20,49,True,False,True,True,480,10,480,480,0
100,390,49,200,410,100,20,49,True,False,True,True,480,10,480,480,0
90,390,49,200,410,110,20,49,True,False,True,True,480,10,480,480,0
80,390,49,200,410,120,20,49,True,False,True,True,480,10,480,480,0
70,390,49,200,410,130,20,49,True,False,False,True,480,10,480,480,3
70,400,49,200,410,130,10,49,False,True,False,True,480,160,10,480,1
80,400,49,200,410,120,10,49,False,True,False,True,10,150,10,480,1
90,400,49,200,410,110,10,49,False,True,False,True,10,140,10,480,1
100,400,49,200,410,100,10,49,False,True,False,True,10,130,10,480,1
110,400,49,200,410,90,10,49,False,True,False,True,10,120,10,480,1
120,400,49,200,410,80,10,49,False,True,False,True,10,110,10,480,1
130,400,49,200,410,70,10,49,False,True,False,True,10,100,10,480,3
130,410,49,200,410,70,0,49,False,True,False,True,480,160,10,480,1
140,410,49,200,410,60,0,49,False,True,True,True,10,150,20,480,1
150,410,49,200,410,50,0,49,False,True,True,True,10,140,20,480,1
160,410,49,200,410,40,0,49,False,True,True,True,10,130,20,480,1
170,410,49,200,410,30,0,49,False,True,True,True,10,120,20,480,1
180,410,49,200,410,20,0,49,False,True,True,True,10,110,20,480,1
190,410,49,200,410,10,0,49,False,True,True,True,10,100,20,480,1
200,410,50,210,430,10,20,50,False,True,True,True,10,90,20,480,1
210,410,50,210,430,0,20,50,False,True,True,True,10,80,20,480,1
220,410,50,210,430,-10,20,50,False,True,False,True,10,70,20,480,3
220,420,50,210,430,-10,10,50,True,True,False,True,480,70,10,480,3
220,430,50,210,430,-10,0,50,True,True,False,True,480,480,10,480,3
220,440,50,210,430,-10,-10,50,True,True,False,True,480,480,10,480,3
220,450,50,210,430,-10,-20,50,True,True,False,True,480,480,10,480,3
220,460,50,210,430,-10,-30,50,True,True,False,True,480,480,10,480,3
220,470,50,210,430,-10,-40,50,True,True,False,False,480,480,10,480,3
220,480,50,210,430,-10,-50,50,True,True,False,False,480,480,10,480,3
100,50,3,120,40,20,-10,3,False,True,True,True,10,480,480,480,1
110,50,3,120,40,10,-10,3,False,True,True,True,10,480,480,480,1
120,50,3,120,40,0,-10,3,False,True,True,True,10,480,480,480,1
130,50,3,120,40,-10,-10,3,False,True,True,True,10,480,480,480,1
140,50,3,120,40,-20,-10,3,False,True,True,True,10,480,480,480,1
150,50,3,120,40,-30,-10,3,False,True,True,True,10,480,480,480,1
160,50,3,120,40,-40,-10,3,False,True,True,True,10,480,480,480,1
