@RELATION snake_game

@ATTRIBUTE snake_pos_x numeric
@ATTRIBUTE snake_pos_y numeric
@ATTRIBUTE snake_body_length numeric
@ATTRIBUTE food_pos_x numeric
@ATTRIBUTE food_pos_y numeric
@ATTRIBUTE horizontal_distance numeric
@ATTRIBUTE vertical_distance numeric
@ATTRIBUTE score numeric
@ATTRIBUTE left_safe numeric
@ATTRIBUTE right_safe numeric
@ATTRIBUTE up_safe numeric
@ATTRIBUTE down_safe numeric
@ATTRIBUTE left_distance numeric
@ATTRIBUTE right_distance numeric
@ATTRIBUTE up_distance numeric
@ATTRIBUTE down_distance numeric
@ATTRIBUTE food_in_row numeric
@ATTRIBUTE food_in_col numeric
@ATTRIBUTE food_in_up numeric
@ATTRIBUTE food_in_down numeric
@ATTRIBUTE food_in_left numeric
@ATTRIBUTE food_in_right numeric
@attribute New_direction {'0','1','2','3'}

@DATA
350,190,16,400,390,50,200,902,0,1,1,1,10,480,80,480,1,1,0,1,0,1,1
360,190,16,400,390,40,200,901,0,1,1,1,10,480,80,480,1,1,0,1,0,1,1
370,190,16,400,390,30,200,900,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
380,190,16,400,390,20,200,899,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
390,190,16,400,390,10,200,898,0,1,0,1,10,480,480,480,1,1,0,1,0,1,3
390,200,16,400,390,10,190,897,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
390,210,16,400,390,10,180,896,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
390,220,16,400,390,10,170,895,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
390,230,16,400,390,10,160,894,0,1,0,1,480,480,10,480,1,1,0,1,0,1,1
400,230,16,400,390,0,160,893,0,1,1,1,10,480,480,480,0,1,0,1,0,0,1
410,230,16,400,390,-10,160,892,0,1,0,1,10,480,480,480,0,1,0,1,1,0,3
410,240,16,400,390,-10,150,891,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
410,250,16,400,390,-10,140,890,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
410,260,16,400,390,-10,130,889,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
410,270,16,400,390,-10,120,888,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
410,280,16,400,390,-10,110,887,1,1,0,1,480,480,10,480,0,1,0,1,1,0,3
410,290,16,400,390,-10,100,886,1,0,0,1,480,480,10,480,0,1,0,1,1,0,0
400,290,16,400,390,0,100,885,1,0,0,1,480,10,60,480,0,1,0,1,0,0,3
400,300,16,400,390,0,90,884,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,310,16,400,390,0,80,883,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,320,16,400,390,0,70,882,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,330,16,400,390,0,60,881,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,340,16,400,390,0,50,880,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,350,16,400,390,0,40,879,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,360,16,400,390,0,30,878,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,370,16,400,390,0,20,877,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,380,16,400,390,0,10,876,1,1,0,1,480,480,10,480,0,1,0,1,0,0,3
400,390,17,380,390,-20,0,976,1,1,0,1,480,480,10,480,1,0,0,0,1,0,3
400,400,17,380,390,-20,-10,975,1,1,0,1,480,480,10,480,0,0,1,0,1,0,3
400,410,17,380,390,-20,-20,974,1,0,0,1,480,480,10,480,0,0,1,0,1,0,0
390,410,17,380,390,-10,-20,973,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
380,410,17,380,390,0,-20,972,1,0,1,1,480,10,480,480,0,1,1,0,0,0,0
370,410,17,380,390,10,-20,971,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
360,410,17,380,390,20,-20,970,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
350,410,17,380,390,30,-20,969,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
340,410,17,380,390,40,-20,968,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
330,410,17,380,390,50,-20,967,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
320,410,17,380,390,60,-20,966,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
310,410,17,380,390,70,-20,965,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
300,410,17,380,390,80,-20,964,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
290,410,17,380,390,90,-20,963,1,0,1,0,480,10,480,480,1,0,1,0,0,1,2
290,400,17,380,390,90,-10,962,0,1,1,0,480,110,480,10,1,0,1,0,0,1,1
300,400,17,380,390,80,-10,961,0,1,1,0,10,100,480,10,1,0,1,0,0,1,1
310,400,17,380,390,70,-10,960,0,1,1,0,10,90,480,10,1,0,1,0,0,1,1
320,400,17,380,390,60,-10,959,0,1,1,0,10,80,480,10,1,0,1,0,0,1,1
330,400,17,380,390,50,-10,958,0,1,1,0,10,480,480,10,1,0,1,0,0,1,1
340,400,17,380,390,40,-10,957,0,1,1,0,10,480,480,10,1,0,1,0,0,1,1
350,400,17,380,390,30,-10,956,0,1,1,0,10,480,480,10,1,0,1,0,0,1,1
360,400,17,380,390,20,-10,955,0,1,1,0,10,480,480,10,1,0,1,0,0,1,1
370,400,17,380,390,10,-10,954,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
380,400,17,380,390,0,-10,953,0,1,1,0,10,480,480,480,0,1,1,0,0,0,2
380,390,18,120,40,-260,-350,1053,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,380,18,120,40,-260,-340,1052,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,370,18,120,40,-260,-330,1051,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,360,18,120,40,-260,-320,1050,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,350,18,120,40,-260,-310,1049,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,340,18,120,40,-260,-300,1048,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,330,18,120,40,-260,-290,1047,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,320,18,120,40,-260,-280,1046,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,310,18,120,40,-260,-270,1045,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,300,18,120,40,-260,-260,1044,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,290,18,120,40,-260,-250,1043,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,280,18,120,40,-260,-240,1042,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,270,18,120,40,-260,-230,1041,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,260,18,120,40,-260,-220,1040,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,250,18,120,40,-260,-210,1039,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,240,18,120,40,-260,-200,1038,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,230,18,120,40,-260,-190,1037,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,220,18,120,40,-260,-180,1036,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,210,18,120,40,-260,-170,1035,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,200,18,120,40,-260,-160,1034,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,190,18,120,40,-260,-150,1033,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,180,18,120,40,-260,-140,1032,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,170,18,120,40,-260,-130,1031,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,160,18,120,40,-260,-120,1030,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,150,18,120,40,-260,-110,1029,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,140,18,120,40,-260,-100,1028,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,130,18,120,40,-260,-90,1027,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,120,18,120,40,-260,-80,1026,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,110,18,120,40,-260,-70,1025,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,100,18,120,40,-260,-60,1024,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,90,18,120,40,-260,-50,1023,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,80,18,120,40,-260,-40,1022,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,70,18,120,40,-260,-30,1021,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,60,18,120,40,-260,-20,1020,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
380,50,18,120,40,-260,-10,1019,1,0,1,0,480,480,480,10,0,0,1,0,1,0,0
370,50,18,120,40,-250,-10,1018,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
360,50,18,120,40,-240,-10,1017,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
350,50,18,120,40,-230,-10,1016,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
340,50,18,120,40,-220,-10,1015,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
330,50,18,120,40,-210,-10,1014,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
320,50,18,120,40,-200,-10,1013,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
310,50,18,120,40,-190,-10,1012,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
300,50,18,120,40,-180,-10,1011,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
290,50,18,120,40,-170,-10,1010,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
280,50,18,120,40,-160,-10,1009,1,0,1,1,480,10,480,480,0,0,1,0,1,0,0
270,50,18,120,40,-150,-10,1008,1,0,1,0,480,10,480,480,0,0,1,0,1,0,2
270,40,18,120,40,-150,0,1007,1,0,1,0,480,480,480,10,1,0,0,0,1,0,0
260,40,18,120,40,-140,0,1006,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
250,40,18,120,40,-130,0,1005,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
240,40,18,120,40,-120,0,1004,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
230,40,18,120,40,-110,0,1003,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
220,40,18,120,40,-100,0,1002,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
210,40,18,120,40,-90,0,1001,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
200,40,18,120,40,-80,0,1000,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
190,40,18,120,40,-70,0,999,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
180,40,18,120,40,-60,0,998,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
170,40,18,120,40,-50,0,997,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
160,40,18,120,40,-40,0,996,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
150,40,18,120,40,-30,0,995,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
140,40,18,120,40,-20,0,994,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
130,40,18,120,40,-10,0,993,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
120,40,19,360,400,240,360,1093,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
110,40,19,360,400,250,360,1092,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
100,40,19,360,400,260,360,1091,1,0,1,1,480,10,480,480,1,1,0,1,0,1,0
90,40,19,360,400,270,360,1090,1,0,0,1,480,10,480,480,1,1,0,1,0,1,3
90,50,19,360,400,270,350,1089,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,60,19,360,400,270,340,1088,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,70,19,360,400,270,330,1087,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,80,19,360,400,270,320,1086,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,90,19,360,400,270,310,1085,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,100,19,360,400,270,300,1084,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,110,19,360,400,270,290,1083,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,120,19,360,400,270,280,1082,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,130,19,360,400,270,270,1081,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,140,19,360,400,270,260,1080,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,150,19,360,400,270,250,1079,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,160,19,360,400,270,240,1078,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,170,19,360,400,270,230,1077,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,180,19,360,400,270,220,1076,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,190,19,360,400,270,210,1075,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,200,19,360,400,270,200,1074,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,210,19,360,400,270,190,1073,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,220,19,360,400,270,180,1072,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,230,19,360,400,270,170,1071,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,240,19,360,400,270,160,1070,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,250,19,360,400,270,150,1069,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,260,19,360,400,270,140,1068,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,270,19,360,400,270,130,1067,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,280,19,360,400,270,120,1066,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,290,19,360,400,270,110,1065,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,300,19,360,400,270,100,1064,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,310,19,360,400,270,90,1063,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,320,19,360,400,270,80,1062,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,330,19,360,400,270,70,1061,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,340,19,360,400,270,60,1060,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,350,19,360,400,270,50,1059,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,360,19,360,400,270,40,1058,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,370,19,360,400,270,30,1057,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,380,19,360,400,270,20,1056,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,390,19,360,400,270,10,1055,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
90,400,19,360,400,270,0,1054,1,1,0,1,480,480,10,480,1,0,0,0,0,1,3
90,410,19,360,400,270,-10,1053,0,1,0,1,480,480,10,480,1,0,1,0,0,1,1
100,410,19,360,400,260,-10,1052,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
110,410,19,360,400,250,-10,1051,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
120,410,19,360,400,240,-10,1050,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
130,410,19,360,400,230,-10,1049,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
140,410,19,360,400,220,-10,1048,0,1,1,1,10,480,480,480,1,0,1,0,0,1,1
150,410,19,360,400,210,-10,1047,0,1,1,0,10,480,480,480,1,0,1,0,0,1,2
150,400,19,360,400,210,0,1046,0,1,1,0,60,480,480,10,1,0,0,0,0,1,1
160,400,19,360,400,200,0,1045,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
170,400,19,360,400,190,0,1044,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
180,400,19,360,400,180,0,1043,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
190,400,19,360,400,170,0,1042,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
200,400,19,360,400,160,0,1041,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
210,400,19,360,400,150,0,1040,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
220,400,19,360,400,140,0,1039,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
230,400,19,360,400,130,0,1038,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
240,400,19,360,400,120,0,1037,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
250,400,19,360,400,110,0,1036,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
260,400,19,360,400,100,0,1035,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
270,400,19,360,400,90,0,1034,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
280,400,19,360,400,80,0,1033,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
290,400,19,360,400,70,0,1032,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
300,400,19,360,400,60,0,1031,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
310,400,19,360,400,50,0,1030,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
320,400,19,360,400,40,0,1029,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
330,400,19,360,400,30,0,1028,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
340,400,19,360,400,20,0,1027,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
350,400,19,360,400,10,0,1026,0,1,1,1,10,480,480,480,1,0,0,0,0,1,1
360,400,20,420,450,60,50,1126,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
370,400,20,420,450,50,50,1125,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
380,400,20,420,450,40,50,1124,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
390,400,20,420,450,30,50,1123,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
400,400,20,420,450,20,50,1122,0,1,1,1,10,480,480,480,1,1,0,1,0,1,1
410,400,20,420,450,10,50,1121,0,1,0,1,10,480,480,480,1,1,0,1,0,1,3
410,410,20,420,450,10,40,1120,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
410,420,20,420,450,10,30,1119,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
410,430,20,420,450,10,20,1118,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
410,440,20,420,450,10,10,1117,1,1,0,1,480,480,10,480,1,1,0,1,0,1,3
410,450,20,420,450,10,0,1116,1,1,0,1,480,480,10,480,1,0,0,0,0,1,3
410,460,20,420,450,10,-10,1115,0,1,0,1,480,480,10,480,1,0,1,0,0,1,1
420,460,20,420,450,0,-10,1114,0,1,1,1,10,480,480,480,0,1,1,0,0,0,1
430,460,20,420,450,-10,-10,1113,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
440,460,20,420,450,-20,-10,1112,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
450,460,20,420,450,-30,-10,1111,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
460,460,20,420,450,-40,-10,1110,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
470,460,20,420,450,-50,-10,1109,0,0,1,0,10,480,480,480,0,0,1,0,1,0,2
470,450,20,420,450,-50,0,1108,1,0,1,0,60,480,480,10,1,0,0,0,1,0,2
470,440,20,420,450,-50,10,1107,1,0,1,0,60,480,480,10,0,1,0,1,1,0,2
470,430,20,420,450,-50,20,1106,1,0,1,0,60,480,480,10,0,1,0,1,1,0,2
470,420,20,420,450,-50,30,1105,1,0,1,0,60,480,480,10,0,1,0,1,1,0,2
470,410,20,420,450,-50,40,1104,1,0,1,0,60,480,480,10,0,1,0,1,1,0,2
470,400,20,420,450,-50,50,1103,1,0,1,0,60,480,480,10,0,1,0,1,1,0,2
470,390,20,420,450,-50,60,1102,1,0,1,0,480,480,480,10,0,1,0,1,1,0,2
470,380,20,420,450,-50,70,1101,1,0,1,0,480,480,480,10,0,1,0,1,1,0,0
460,380,20,420,450,-40,70,1100,1,0,1,1,480,10,480,80,0,1,0,1,1,0,0
450,380,20,420,450,-30,70,1099,1,0,1,1,480,10,480,80,0,1,0,1,1,0,0
440,380,20,420,450,-20,70,1098,1,0,1,1,480,10,480,80,0,1,0,1,1,0,0
430,380,20,420,450,-10,70,1097,1,0,1,1,480,10,480,80,0,1,0,1,1,0,0
420,380,20,420,450,0,70,1096,1,0,1,1,480,10,480,80,0,1,0,1,0,0,0
410,380,20,420,450,10,70,1095,1,0,0,1,480,10,480,480,1,1,0,1,0,1,3
410,390,20,420,450,10,60,1094,1,1,0,1,480,60,10,480,1,1,0,1,0,1,3
410,400,20,420,450,10,50,1093,1,1,0,1,480,60,10,480,1,1,0,1,0,1,3
410,410,20,420,450,10,40,1092,1,1,0,1,480,60,10,480,1,1,0,1,0,1,3
410,420,20,420,450,10,30,1091,1,1,0,1,480,60,10,480,1,1,0,1,0,1,3
410,430,20,420,450,10,20,1090,1,1,0,1,480,60,10,480,1,1,0,1,0,1,3
410,440,20,420,450,10,10,1089,0,1,0,1,480,60,10,480,1,1,0,1,0,1,1
420,440,20,420,450,0,10,1088,0,1,1,1,10,50,60,480,0,1,0,1,0,0,1
430,440,20,420,450,-10,10,1087,0,1,1,1,10,480,60,480,0,1,0,1,1,0,1
440,440,20,420,450,-20,10,1086,0,1,1,1,10,480,60,480,0,1,0,1,1,0,1
450,440,20,420,450,-30,10,1085,0,1,0,1,10,480,60,480,0,1,0,1,1,0,3
450,450,20,420,450,-30,0,1084,1,1,0,1,480,480,10,480,1,0,0,0,1,0,3
450,460,20,420,450,-30,-10,1083,1,0,0,1,480,480,10,480,0,0,1,0,1,0,0
440,460,20,420,450,-20,-10,1082,1,0,1,1,480,10,20,480,0,0,1,0,1,0,0
430,460,20,420,450,-10,-10,1081,1,0,1,1,480,10,20,480,0,0,1,0,1,0,0
420,460,20,420,450,0,-10,1080,1,0,1,1,480,10,20,480,0,1,1,0,0,0,0
410,460,20,420,450,10,-10,1079,1,0,1,1,480,10,20,480,1,0,1,0,0,1,0
400,460,20,420,450,20,-10,1078,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
390,460,20,420,450,30,-10,1077,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
380,460,20,420,450,40,-10,1076,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
370,460,20,420,450,50,-10,1075,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
360,460,20,420,450,60,-10,1074,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
350,460,20,420,450,70,-10,1073,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
340,460,20,420,450,80,-10,1072,1,0,1,1,480,10,480,480,1,0,1,0,0,1,0
330,460,20,420,450,90,-10,1071,1,0,1,0,480,10,480,480,1,0,1,0,0,1,2
330,450,20,420,450,90,0,1070,0,1,1,0,480,120,480,10,1,0,0,0,0,1,1
340,450,20,420,450,80,0,1069,0,1,1,0,10,110,480,10,1,0,0,0,0,1,1
350,450,20,420,450,70,0,1068,0,1,1,0,10,100,480,10,1,0,0,0,0,1,1
360,450,20,420,450,60,0,1067,0,1,1,0,10,90,480,10,1,0,0,0,0,1,1
370,450,20,420,450,50,0,1066,0,1,1,0,10,80,480,10,1,0,0,0,0,1,1
380,450,20,420,450,40,0,1065,0,1,1,0,10,70,480,10,1,0,0,0,0,1,1
390,450,20,420,450,30,0,1064,0,1,1,0,10,480,480,10,1,0,0,0,0,1,1
400,450,20,420,450,20,0,1063,0,1,1,0,10,480,480,10,1,0,0,0,0,1,1
410,450,20,420,450,10,0,1062,0,1,1,0,10,480,480,10,1,0,0,0,0,1,1
420,450,21,30,120,-390,-330,1162,0,1,1,0,10,480,480,10,0,0,1,0,1,0,1
430,450,21,30,120,-400,-330,1161,0,1,1,1,10,480,480,480,0,0,1,0,1,0,1
440,450,21,30,120,-410,-330,1160,0,1,1,0,10,480,480,480,0,0,1,0,1,0,2
440,440,21,30,120,-410,-320,1159,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,430,21,30,120,-410,-310,1158,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,420,21,30,120,-410,-300,1157,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,410,21,30,120,-410,-290,1156,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,400,21,30,120,-410,-280,1155,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,390,21,30,120,-410,-270,1154,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,380,21,30,120,-410,-260,1153,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,370,21,30,120,-410,-250,1152,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,360,21,30,120,-410,-240,1151,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,350,21,30,120,-410,-230,1150,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,340,21,30,120,-410,-220,1149,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,330,21,30,120,-410,-210,1148,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,320,21,30,120,-410,-200,1147,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,310,21,30,120,-410,-190,1146,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,300,21,30,120,-410,-180,1145,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,290,21,30,120,-410,-170,1144,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,280,21,30,120,-410,-160,1143,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,270,21,30,120,-410,-150,1142,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,260,21,30,120,-410,-140,1141,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,250,21,30,120,-410,-130,1140,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,240,21,30,120,-410,-120,1139,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,230,21,30,120,-410,-110,1138,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,220,21,30,120,-410,-100,1137,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,210,21,30,120,-410,-90,1136,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,200,21,30,120,-410,-80,1135,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,190,21,30,120,-410,-70,1134,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,180,21,30,120,-410,-60,1133,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,170,21,30,120,-410,-50,1132,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,160,21,30,120,-410,-40,1131,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,150,21,30,120,-410,-30,1130,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,140,21,30,120,-410,-20,1129,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,130,21,30,120,-410,-10,1128,1,1,1,0,480,480,480,10,0,0,1,0,1,0,2
440,120,21,30,120,-410,0,1127,1,0,1,0,480,480,480,10,1,0,0,0,1,0,0
430,120,21,30,120,-400,0,1126,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
420,120,21,30,120,-390,0,1125,1,0,1,1,480,10,480,480,1,0,0,0,1,0,0
